AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
Velachery,1729,2010-09-10,56,2,1,4,Partial,Yes,1995-10-13,House,AllPub,No Access,A,3.6,2.5,3.2,2.99,291940,149713,7485650
Anna Nagar,1791,2011-09-08,165,1,1,4,AbNormal,Yes,2003-11-08,Commercial,NoSeWa,Paved,RH,4.9,2.3,2.6,3.33,809394,121409,20234860
Chrompet,1019,2014-09-19,16,1,1,3,Normal Sale,Yes,1993-09-24,Others,AllPub,Gravel,RL,2.7,2.3,2.4,2.45,278526,123789,10315780
Chrompet,1212,2012-09-12,43,2,1,4,Normal Sale,No,1984-12-16,Commercial,NoSewr ,No Access,RH,2.7,4.6,5.0,4.15,396262,111449,12383200
Adyar,1234,2008-03-19,129,2,2,4,Normal Sale,No,1992-03-23,Others,AllPub,No Access,A,3.0,2.0,3.4,3.0,222457,96398,7415240
Karapakkam,850,2011-01-10,114,1,1,2,Normal Sale,No,2003-03-10,Others,ELO,No Access,A,3.1,2.9,2.6,2.84,117538,67673,3561750
Adyar,662,2010-09-25,138,1,1,2,AdjLand,Yes,1983-02-10,Commercial,NoSeWa,Gravel,A,4.3,2.3,2.1,2.8,265443,26544,8848105
Karapakkam,1555,2010-07-23,113,2,2,4,Normal Sale,No,1972-01-08,Commercial,NoSewr ,No Access,A,2.3,2.1,4.3,3.04,297347,139928,8745500
Anna Nagar,1711,2014-02-06,7,1,1,4,Family,Yes,1985-09-06,House,ELO,No Access,RH,4.0,2.3,4.5,3.775,302833,145808,11216030
Chrompet,1064,2009-01-15,68,1,1,3,AbNormal,Yes,1973-01-24,Commercial,AllPub,No Access,RM,3.5,3.1,2.4,3.01,422925,39649,13216400
Chrompet,816,2011-06-08,123,1,1,3,Normal Sale,Yes,1979-08-14,House,NoSewr ,No Access,RM,2.8,4.0,2.3,3.13,246834,32911,8227800
Adyar,1252,2007-08-29,15,2,2,4,Family,Yes,1995-01-09,House,ELO,No Access,I,2.8,2.5,2.2,2.44,324132,85298,8529780
Velachery,1917,2012-02-17,200,3,2,5,AbNormal,No,1984-02-24,House,ELO,No Access,I,4.0,2.0,3.3,2.89,280961,72247,8027460
Chrompet,1013,2009-03-05,63,1,1,3,AbNormal,Yes,1992-07-05,House,AllPub,Gravel,RM,4.3,2.1,3.1,3.06,333797,93880,10431150
Chrompet,1080,2010-11-19,4,1,1,3,Family,No,1996-11-22,House,NoSeWa,No Access,RM,4.1,2.0,3.4,3.05,266211,108148,8319100
Karapakkam,627,2009-10-27,154,1,1,2,AdjLand,No,1999-10-30,Others,NoSeWa,No Access,RM,3.2,2.9,2.3,2.75,280401,118391,6231125
Chrompet,1058,2014-02-07,200,1,1,3,Partial,Yes,1987-09-07,Commercial,ELO,Paved,RH,2.2,5.0,2.0,3.26,402503,48788,12197050
Chrompet,951,2010-11-16,117,1,1,3,Partial,No,1985-11-22,Commercial,NoSeWa,Gravel,RL,2.0,4.1,4.3,3.53,325398,162699,11621350
Karapakkam,575,2011-11-22,86,1,1,2,Family,No,2002-11-24,House,AllPub,Gravel,A,4.6,3.0,3.4,3.64,131183,43728,3975250
Chrompet,737,2014-10-10,93,1,1,2,AbNormal,Yes,1987-10-17,Commercial,NoSewr ,No Access,RH,3.5,3.3,2.4,3.09,312030,113465,9455450
Adyar,706,2006-12-25,23,1,1,2,AbNormal,No,1981-12-31,Others,ELO,Paved,A,3.9,4.0,4.5,4.22,197132,5055,5054675
Karapakkam,1109,2012-02-19,7,1,1,3,Normal Sale,No,1988-02-25,House,NoSewr ,Gravel,A,3.9,4.8,5.0,4.61,176987,130138,5205500
Chrompet,1211,2011-08-10,170,2,1,4,AdjLand,No,2000-10-10,House,ELO,Gravel,RH,3.4,3.1,2.9,3.13,239519,27637,9212250
Karapakkam,1450,2011-09-15,114,2,2,4,Normal Sale,No,1972-09-24,House,NoSewr ,Gravel,I,2.0,3.3,2.7,2.67,282500,117134,6890250
Adyar,1277,2007-03-06,48,2,2,4,Partial,No,1979-10-06,Commercial,ELO,Gravel,I,4.6,4.4,3.5,4.01,503434,176882,13606320
T Nagar,1568,2010-08-14,120,1,1,4,AdjLand,No,1993-08-18,Others,AllPub,Gravel,RH,3.9,2.0,3.2,3.11,320072,153635,12802880
Adyar,995,2009-10-05,16,1,1,3,AbNormal,No,1970-05-20,Commercial,AllPub,Gravel,RH,2.8,4.3,2.5,2.95,389504,48688,12171985
Karapakkam,1304,2009-11-12,80,1,1,3,AbNormal,Yes,1971-12-21,Others,NoSeWa,Paved,C,3.2,2.4,4.7,3.56,295746,154595,6721500
Karapakkam,561,2010-12-26,115,1,1,2,Family,No,1976-04-01,House,AllPub,Gravel,I,3.0,4.0,4.8,4.02,235188,79964,4703750
Karapakkam,831,2010-02-25,63,1,1,2,AdjLand,No,1977-05-03,House,NoSeWa,Gravel,RH,3.4,2.8,3.4,3.22,304163,66916,6083250
Anna Nagar,1811,2013-06-07,143,2,1,5,Family,Yes,1986-07-13,House,NoSeWa,Gravel,RL,3.8,2.0,3.5,3.23,432321,216161,13510040
KK Nagar,1563,2009-03-12,122,2,1,4,AbNormal,No,1990-08-12,Commercial,NoSeWa,Paved,RM,5.0,5.0,2.7,4.08,429046,221443,13840180
Chrompet,1107,2008-06-21,36,1,1,3,Partial,No,2001-06-23,Commercial,NoSewr ,Gravel,RL,3.4,3.7,4.4,3.82,358626,39847,13282450
Chrompet,910,2013-11-06,10,1,1,3,Partial,No,1992-06-16,House,ELO,Gravel,RL,3.9,3.5,2.6,3.35,243280,102021,7847750
T Nagar,1512,2010-10-14,163,1,1,4,Partial,Yes,2003-10-16,Commercial,AllPub,Paved,RL,2.1,4.4,4.0,3.53,537406,148250,18531240
Chrompet,1061,2010-02-14,141,1,1,3,AdjLand,Yes,1975-02-23,Others,NoSeWa,Paved,RM,3.7,3.0,2.3,3.0,304066,73395,10485020
Velachery,1851,2006-09-28,100,3,2,5,Partial,No,1990-02-10,Others,ELO,Paved,RM,4.7,3.7,4.7,4.25,356633,200606,11144770
Anna Nagar,1655,2013-02-05,157,1,1,4,AbNormal,Yes,1989-08-05,Commercial,NoSeWa,Gravel,RM,2.0,4.9,4.6,3.765,658772,144106,20586630
Karapakkam,895,2011-10-19,44,1,1,3,AdjLand,No,1963-10-31,House,ELO,Gravel,I,2.4,3.8,4.1,3.5,168563,48938,5437500
Karapakkam,1192,2009-12-31,146,1,1,3,AdjLand,No,2001-02-01,Others,ELO,Paved,RM,5.0,4.7,2.5,3.91,414228,120817,8629750
Velachery,1670,2009-11-10,197,2,1,4,Partial,No,1970-10-21,Others,NoSeWa,No Access,RH,4.6,3.3,2.8,3.48,252573,57033,8147530
Anna Nagar,1532,2011-03-07,153,1,1,4,Normal Sale,No,1986-09-07,House,AllPub,Paved,RL,4.5,4.1,4.1,4.24,395546,67808,11301300
Velachery,1896,2006-04-19,188,3,2,5,Family,No,1993-04-22,Others,AllPub,No Access,RH,2.2,4.4,2.7,3.34,386563,109030,9911860
Karapakkam,1296,2011-07-24,166,1,1,3,Partial,Yes,2000-07-26,Others,AllPub,No Access,C,3.7,2.7,2.0,2.72,281102,78447,6537250
KK Nagar,2045,2009-11-22,161,3,2,5,Family,Yes,1996-11-25,Commercial,NoSeWa,Paved,RL,3.1,2.0,4.5,3.33,559590,406974,16957260
Adyar,722,2012-03-16,22,1,1,2,Partial,No,2003-03-19,House,NoSewr ,Paved,C,3.0,2.2,2.7,2.69,201816,10622,5310935
Adyar,637,2011-08-30,197,1,1,2,Partial,Yes,2000-01-09,Commercial,AllPub,Paved,RL,3.0,2.6,4.3,3.57,391348,42308,10576965
Velachery,1519,2007-08-01,109,2,1,4,Partial,Yes,1963-01-19,Commercial,AllPub,No Access,RH,3.4,4.0,4.0,3.85,405836,114141,12682380
Karapakkam,1107,2010-12-11,41,1,1,3,AbNormal,No,1964-11-23,House,NoSeWa,Gravel,A,3.2,3.0,2.2,2.74,178480,89240,4462000
Anna Nagar,1788,2007-07-30,113,1,1,4,Partial,Yes,1982-05-08,House,AllPub,Paved,RM,4.0,3.7,3.2,3.605,516103,176561,13581650
Karapakkam,923,2010-10-02,75,1,1,3,Family,Yes,1997-02-13,Commercial,NoSeWa,Paved,A,3.9,3.6,2.4,3.21,257136,80814,7346750
Chrompet,1261,2011-02-02,181,2,1,4,AdjLand,Yes,1990-07-02,House,NoSewr ,Paved,RH,2.1,2.0,3.2,2.39,294683,127696,9822750
T Nagar,1773,2010-10-06,182,1,1,4,Normal Sale,No,1977-06-18,Others,NoSeWa,Gravel,RM,2.6,3.4,2.6,2.8,423038,267924,14101250
Chrompet,1104,2010-05-24,124,1,1,3,Partial,Yes,2005-05-25,Others,AllPub,Paved,RH,2.6,3.7,4.7,3.67,281829,145773,9718230
Chrompet,883,2013-03-10,31,1,1,3,AdjLand,No,1976-12-10,House,NoSewr ,No Access,RM,3.4,3.6,5.0,3.96,210096,108939,7781350
Karapakkam,1639,2010-01-21,7,2,2,4,AdjLand,Yes,1972-01-31,Others,NoSewr ,No Access,RH,3.0,3.9,2.8,3.19,272602,193460,8793625
Karapakkam,910,2011-12-15,190,1,1,3,AdjLand,No,1961-12-27,Others,AllPub,Paved,I,4.4,3.7,4.5,4.23,173685,140069,5602750
Karapakkam,1572,2012-09-01,152,2,2,4,AdjLand,Yes,1964-01-21,Others,NoSewr ,No Access,A,3.4,3.9,4.9,4.15,308867,147719,6714500
KK Nagar,1854,2011-02-11,139,3,2,5,Partial,Yes,2002-04-11,Others,NoSewr ,Paved,RH,3.1,3.0,4.9,3.79,437922,229909,10948060
Karapakkam,1219,2009-10-29,27,1,1,3,Family,Yes,1974-07-11,Others,NoSewr ,No Access,C,3.8,3.2,2.5,3.1,279362,89158,5943875
Adyar,1033,2010-06-30,18,1,1,3,Family,Yes,1977-08-07,House,NoSeWa,Paved,I,3.2,4.7,3.8,3.8,264785,40119,8023795
Adyar,861,2008-03-06,153,1,1,3,AdjLand,Yes,2003-05-06,House,ELO,Paved,C,3.0,2.5,3.5,3.15,235199,98632,7587075
Chrompet,963,2007-02-20,170,1,1,3,Family,Yes,1971-01-03,House,NoSewr ,Paved,RH,3.6,2.1,3.2,2.88,222432,103272,7944000
Velachery,1537,2005-02-24,71,2,1,4,Family,No,1960-07-03,Others,AllPub,Gravel,A,2.5,4.8,4.5,4.14,298736,97089,7468400
Karapakkam,1579,2011-08-04,118,2,2,4,Family,No,1965-04-19,Commercial,AllPub,Paved,A,4.0,2.8,2.4,3.0,345710,93435,9343500
T Nagar,1925,2008-03-15,35,2,1,5,Partial,Yes,1981-03-22,House,ELO,Paved,RH,3.1,4.0,3.0,3.28,317209,203013,12688340
Karapakkam,1584,2012-07-02,86,2,2,4,AbNormal,No,2001-09-02,Commercial,NoSeWa,No Access,I,3.5,3.1,4.2,3.66,482782,209905,10495250
T Nagar,1829,2007-07-04,31,2,1,5,Family,Yes,1999-09-04,House,NoSewr ,Paved,RM,2.6,4.6,2.4,3.01,512246,227665,14229060
Velachery,1761,2008-12-21,5,2,1,4,AbNormal,No,1956-04-01,Commercial,NoSewr ,No Access,A,2.9,4.2,3.2,3.58,386251,159044,11360310
Karapakkam,1204,2010-05-08,150,1,1,3,AbNormal,Yes,1989-10-08,Others,NoSewr ,No Access,RH,3.3,4.7,2.6,3.44,268281,149045,7452250
Chrompet,1165,2012-07-11,108,1,1,3,Partial,No,1973-11-17,House,NoSewr ,No Access,RM,4.2,3.0,3.5,3.51,262280,98355,8196250
Chrompet,1109,2007-05-18,48,1,1,3,AdjLand,No,1989-05-22,House,ELO,Paved,RL,2.2,3.0,4.3,3.15,235275,34856,8713900
Chrompet,818,2013-03-26,66,1,1,3,AdjLand,Yes,2006-03-28,Commercial,AllPub,Paved,RH,5.0,4.7,4.4,4.7,305559,188036,11752250
T Nagar,1600,2014-12-23,153,1,1,4,Partial,No,2003-12-26,House,ELO,Gravel,RM,2.4,4.5,2.1,2.79,415246,195410,12213120
Karapakkam,1170,2010-04-06,160,1,1,3,AdjLand,No,1981-11-06,Others,NoSewr ,Paved,RM,3.3,3.9,2.9,3.32,407803,141483,8322500
Chrompet,1288,2009-04-20,78,2,1,4,Family,No,1981-04-27,House,NoSeWa,No Access,RM,2.5,3.1,2.9,2.86,232310,151895,8935000
Anna Nagar,1598,2011-06-01,104,1,1,4,Family,Yes,1986-12-01,House,NoSewr ,Gravel,RM,3.9,2.9,4.4,3.85,454192,66793,13358600
Chrompet,722,2012-10-11,142,1,1,2,Family,No,1978-11-19,Others,AllPub,Paved,RH,2.3,2.1,4.5,2.88,168850,32471,6494240
Chrompet,798,2013-06-18,172,1,1,2,Partial,No,1988-06-24,House,AllPub,No Access,RL,4.4,3.5,3.5,3.77,194585,71348,6486150
Karapakkam,933,2010-09-01,15,1,1,3,Normal Sale,Yes,1990-01-14,Commercial,AllPub,Gravel,C,2.0,4.5,3.0,3.15,349800,139920,8745000
Chrompet,1086,2012-04-18,124,1,1,3,AdjLand,Yes,2008-04-19,Commercial,ELO,Paved,RL,2.5,4.0,3.1,3.28,434676,182283,14021800
KK Nagar,1952,2011-08-17,0,3,2,5,AdjLand,No,1983-08-24,House,NoSeWa,Paved,RH,4.4,4.5,4.3,4.39,483558,145067,9671160
Chrompet,1052,2011-08-22,113,1,1,3,Partial,No,1976-08-30,Others,NoSewr ,Paved,RH,3.6,4.1,4.7,4.13,196787,47229,7871490
Velachery,1786,2012-03-13,22,2,1,4,Partial,No,1998-03-17,Commercial,NoSeWa,Paved,RH,3.4,4.0,2.1,3.28,454563,113641,14205080
Karapakkam,1652,2009-11-30,107,2,2,4,AdjLand,No,2001-02-12,Others,NoSeWa,Paved,A,3.3,2.0,2.9,2.75,224464,105218,7014500
Karapakkam,1607,2011-04-13,105,2,2,4,Partial,Yes,1966-04-24,House,NoSewr ,Paved,A,2.5,2.4,4.1,3.11,186818,137000,6227250
Chrompet,1229,2008-06-21,20,2,1,4,AbNormal,No,1983-06-28,House,AllPub,No Access,RH,2.9,5.0,3.0,3.77,222515,79470,7946950
T Nagar,1902,2011-03-13,130,2,1,5,AbNormal,No,1982-03-20,Commercial,AllPub,Paved,RH,3.4,2.0,3.2,2.96,544913,262366,20181980
Velachery,1677,2010-07-21,22,2,1,4,Normal Sale,No,1984-07-27,Commercial,AllPub,Gravel,A,2.8,3.9,4.6,3.84,406252,165040,12695370
Chrompet,979,2014-04-09,9,1,1,3,AdjLand,Yes,2005-06-09,House,NoSeWa,No Access,RL,3.6,4.4,4.9,4.31,250856,98551,8959150
Adyar,655,2008-12-30,25,1,1,2,Family,No,1973-08-01,Commercial,ELO,No Access,RH,3.8,4.8,3.9,4.05,253588,47548,7924640
Chrompet,947,2006-05-12,110,1,1,3,Family,Yes,1966-12-15,Commercial,ELO,Paved,RL,3.0,3.3,2.9,3.09,320431,189885,11867800
Velachery,1882,2011-08-28,179,3,2,5,Partial,No,1960-09-09,Commercial,ELO,Paved,A,2.1,3.0,4.6,3.26,434072,210835,12402070
Chrompet,963,2015-01-29,97,1,1,3,Partial,Yes,1999-02-02,House,NoSewr ,No Access,RL,3.8,4.5,2.8,3.78,223031,107385,8260400
Chrompet,1055,2007-01-20,7,1,1,3,Normal Sale,Yes,1987-01-25,Commercial,NoSeWa,No Access,RH,3.2,4.8,2.6,3.66,350001,181035,12069000
Karapakkam,1390,2010-03-01,6,2,2,4,Partial,No,1971-01-13,Others,NoSewr ,No Access,I,3.5,4.5,2.4,3.36,291085,106929,5940500
Velachery,1599,2009-07-02,65,2,1,4,AdjLand,Yes,1978-02-15,Others,NoSeWa,No Access,A,3.6,4.4,3.2,3.84,295614,55927,7989570
Karapakkam,1591,2009-03-11,184,2,2,4,Normal Sale,No,1987-09-11,House,ELO,Paved,RM,4.1,4.8,4.2,4.35,395595,87910,8791000
Karapakkam,1265,2009-11-30,81,1,1,3,Family,Yes,1985-06-12,Commercial,ELO,Paved,I,3.9,4.1,2.8,3.52,401080,90243,10027000
Adyar,870,2009-12-08,5,1,1,3,AbNormal,Yes,1975-08-21,Commercial,AllPub,Paved,I,2.9,3.2,2.6,2.81,411107,44444,11111010
Adyar,1122,2009-02-11,178,1,1,3,Normal Sale,Yes,1996-05-11,Others,AllPub,No Access,C,4.2,2.9,4.6,4.14,292369,17198,8599095
Adyar,613,2011-07-05,172,1,1,2,AbNormal,Yes,1977-05-15,Others,NoSeWa,Paved,I,2.5,2.5,4.6,3.55,241316,73735,6703210
Velachery,1670,2006-05-26,52,2,1,4,AbNormal,Yes,1994-05-29,House,ELO,Paved,A,4.9,4.0,4.8,4.47,309829,81534,8153390
KK Nagar,1338,2009-12-25,116,2,1,4,Normal Sale,No,2000-12-27,Commercial,AllPub,Gravel,RL,3.6,3.2,2.9,3.2,411103,231246,12846980
KK Nagar,1319,2010-12-15,129,1,1,3,AbNormal,No,1980-12-22,Others,NoSewr ,Paved,RH,3.2,3.1,3.0,3.09,375685,86095,7826780
KK Nagar,1710,2011-01-18,130,2,1,4,Family,Yes,2004-01-20,House,NoSewr ,Paved,RM,2.4,3.5,2.8,2.89,395213,197607,10978140
Anna Nagar,1938,2008-05-04,71,2,1,5,Partial,Yes,1964-04-16,House,ELO,No Access,RH,3.5,4.9,2.8,3.57,342263,118022,11802180
Karapakkam,1058,2011-09-29,39,1,1,3,Normal Sale,Yes,1994-03-10,Others,NoSewr ,No Access,RM,2.5,4.2,4.9,3.97,260044,159382,8388500
Chrompet,1251,2011-02-28,133,2,1,4,AbNormal,No,1976-08-03,Commercial,AllPub,Gravel,RL,3.4,3.3,2.2,3.0,370236,213598,14239850
Anna Nagar,1710,2013-07-17,32,1,1,4,Partial,No,1974-07-27,Commercial,NoSewr ,Gravel,RH,3.5,3.5,3.8,3.62,603899,347700,18299980
Adyar,617,2011-05-16,89,1,1,2,Partial,No,1975-05-25,Others,NoSewr ,Paved,C,3.2,3.5,4.6,3.96,186882,54097,4917940
Adyar,916,2007-12-05,107,1,1,3,Partial,No,1969-05-21,Others,AllPub,Gravel,A,2.5,2.3,2.0,2.21,228552,30885,6177070
Chrompet,1027,2014-03-13,47,1,1,3,Family,No,1978-03-22,House,ELO,No Access,RM,2.9,2.8,4.0,3.19,207122,61370,7671200
Adyar,1223,2008-01-30,99,2,2,4,Partial,No,1978-06-02,Others,AllPub,No Access,A,4.0,3.6,4.4,4.12,248308,27590,6897450
KK Nagar,1422,2011-10-13,113,2,1,4,Family,Yes,1992-10-17,Commercial,NoSeWa,Paved,RM,4.0,4.0,4.6,4.24,683088,153346,13940580
Chrompet,1081,2008-04-26,93,1,1,3,AbNormal,Yes,1982-03-05,Commercial,AllPub,No Access,RH,2.9,4.9,3.0,3.73,358733,49480,12370100
Velachery,1603,2004-09-26,138,2,1,4,AbNormal,Yes,1979-03-10,Commercial,NoSeWa,Gravel,I,3.8,2.5,4.3,3.37,564106,155129,14102650
Anna Nagar,1762,2006-12-28,3,1,1,4,AdjLand,Yes,1991-01-01,Others,NoSewr ,Paved,RL,3.7,4.9,2.4,3.48,411112,249604,14682580
Adyar,1219,2010-05-02,108,2,2,4,Family,No,1986-11-02,House,NoSewr ,No Access,I,2.2,3.7,2.7,2.75,281210,59202,7400260
KK Nagar,1953,2008-11-25,30,3,2,5,AbNormal,Yes,1979-03-12,House,NoSeWa,Paved,RH,4.9,4.8,3.5,4.31,483582,216069,10288980
Karapakkam,1208,2009-01-10,198,1,1,3,AbNormal,No,1988-06-10,Others,NoSeWa,Gravel,C,4.0,4.8,4.1,4.28,229599,51022,6377750
Karapakkam,849,2009-09-29,173,1,1,2,Partial,Yes,1972-08-10,Commercial,NoSeWa,Paved,A,2.8,2.5,4.6,3.43,214634,145193,6312750
Karapakkam,522,2009-10-20,95,1,1,2,AbNormal,No,1992-10-24,House,AllPub,Gravel,C,4.8,4.4,2.3,3.68,205049,109069,4362750
Karapakkam,1610,2011-11-30,195,2,2,4,Partial,No,1980-07-12,Commercial,NoSewr ,Gravel,RL,3.8,3.6,3.6,3.66,525851,225365,12520250
KK Nagar,1945,2010-04-26,72,3,2,5,AbNormal,Yes,1987-02-05,House,NoSewr ,Gravel,RH,2.3,3.2,2.5,2.65,509220,108345,10834460
Adyar,884,2009-03-26,161,1,1,3,Normal Sale,Yes,1986-01-04,Others,NoSeWa,No Access,RM,2.1,3.0,3.0,2.73,282790,113116,9426345
Karapakkam,668,2011-04-12,43,1,1,2,Partial,No,1961-12-16,House,AllPub,Gravel,RH,4.9,4.6,5.0,4.85,204068,78488,5232500
Karapakkam,740,2009-08-13,150,1,1,2,AbNormal,No,1977-08-21,House,AllPub,Paved,RH,2.1,4.8,4.0,3.67,211320,95094,5283000
Adyar,1158,2011-09-13,188,1,1,3,Family,Yes,1979-09-21,Others,NoSewr ,Gravel,RH,3.6,2.1,3.2,3.1,385410,62499,10416480
Velachery,1840,2010-10-06,21,3,2,5,AdjLand,Yes,1964-06-21,Commercial,AllPub,Gravel,I,2.8,2.1,2.5,2.4,518607,235731,15715370
Chrompet,829,2011-07-29,18,1,1,3,Normal Sale,Yes,1978-06-08,House,NoSeWa,Gravel,RM,2.0,2.4,3.2,2.52,293758,128519,9179950
Anna Nagar,1650,2010-02-16,22,1,1,4,AbNormal,No,1981-02-23,Commercial,NoSewr ,No Access,RH,3.6,2.3,2.4,2.795,547681,239610,17115030
Anna Nagar,1663,2009-12-21,64,1,1,4,Partial,No,1988-12-26,Others,NoSeWa,Gravel,RL,4.9,2.0,4.8,4.135,411826,154435,12869560
Velachery,1913,2011-05-10,164,3,2,5,Partial,No,1995-09-10,House,NoSeWa,No Access,A,4.0,4.0,4.8,4.24,267167,119522,7030720
Velachery,1963,2011-03-04,195,3,2,5,AbNormal,No,2002-05-04,House,NoSeWa,Paved,C,2.2,2.2,3.8,2.68,336842,103644,8636980
T Nagar,1806,2008-09-04,48,2,1,5,AdjLand,No,1987-04-15,Others,NoSeWa,Paved,RM,4.8,3.9,4.5,4.44,439164,102472,14638800
Velachery,1630,2008-10-24,78,2,1,4,Partial,No,1984-10-30,House,AllPub,Gravel,A,4.6,4.6,2.6,4.0,283900,94633,7279480
Karapakkam,1016,2010-05-28,69,1,1,3,AbNormal,No,1977-05-06,House,NoSeWa,Gravel,A,3.0,2.2,3.0,2.76,170003,80528,4473750
T Nagar,1823,2007-06-21,0,2,1,5,Partial,Yes,1981-06-27,Commercial,ELO,No Access,RM,2.6,3.4,2.5,2.755,513194,164222,20527770
Chrompet,1185,2014-07-06,92,1,1,3,AdjLand,No,1984-06-14,Commercial,AllPub,No Access,RH,3.2,3.6,3.2,3.36,384019,99102,12387700
Karapakkam,1478,2009-12-16,71,2,2,4,Normal Sale,No,1960-12-28,House,ELO,No Access,A,4.9,4.9,4.6,4.78,182809,62423,4458750
Chrompet,875,2007-05-17,176,1,1,3,Partial,Yes,1981-05-23,House,ELO,Gravel,RL,2.1,2.7,2.6,2.49,239050,68300,8537500
KK Nagar,2087,2011-08-01,31,3,2,5,Partial,Yes,2006-09-01,House,AllPub,Gravel,RH,5.0,4.4,3.3,4.14,369686,254159,11552700
Anna Nagar,1970,2008-06-13,180,2,1,5,Partial,Yes,1998-06-16,House,ELO,Paved,RL,2.1,2.3,3.3,2.63,383698,68518,13703500
Velachery,1645,2006-01-13,35,2,1,4,Partial,Yes,1996-01-16,Commercial,NoSewr ,No Access,RH,5.0,3.0,2.8,3.44,459380,194888,13920600
T Nagar,1856,2013-08-20,76,2,1,5,Normal Sale,No,1972-08-30,Commercial,NoSewr ,Paved,RH,3.8,3.7,3.5,3.64,684272,136854,19550620
Velachery,1782,2005-01-12,110,2,1,4,AdjLand,Yes,1973-09-12,Commercial,NoSewr ,Gravel,RH,4.1,2.1,4.1,3.2,642746,208892,16068640
Karapakkam,1465,2011-09-12,192,2,2,4,AbNormal,Yes,1977-12-17,House,AllPub,Paved,A,2.5,3.0,3.5,3.05,300659,83161,6397000
KK Nagar,2439,2011-02-27,162,4,2,6,Partial,No,1985-05-03,House,NoSewr ,Gravel,RH,4.0,4.0,4.1,4.04,366951,111197,11119720
KK Nagar,1693,2010-11-25,119,2,1,4,AbNormal,No,2000-11-27,Others,AllPub,Gravel,RM,3.9,4.7,3.3,3.9,411540,182907,11431660
Anna Nagar,1737,2009-12-31,174,1,1,4,AdjLand,No,1988-06-01,Others,NoSewr ,Paved,RH,3.1,2.1,4.0,3.21,319831,115139,12793250
Karapakkam,1111,2012-02-23,91,1,1,3,Partial,Yes,1971-05-03,House,AllPub,Gravel,RM,3.4,2.6,3.3,3.12,284831,129469,8631250
KK Nagar,2485,2011-12-23,50,4,2,6,Normal Sale,No,2003-12-25,Commercial,AllPub,Paved,RL,3.2,2.9,2.8,2.95,740382,379683,18984160
Velachery,1568,2004-07-15,110,2,1,4,AdjLand,Yes,1993-07-18,Others,NoSewr ,Gravel,RM,2.6,4.7,3.9,3.94,471795,161404,12415670
Karapakkam,512,2011-07-12,4,1,1,2,Family,No,1985-12-13,Commercial,NoSewr ,Gravel,C,3.2,3.5,3.5,3.41,167824,41956,5244500
Chrompet,958,2010-07-22,51,1,1,3,AbNormal,No,2001-07-24,Commercial,AllPub,No Access,RH,4.5,2.7,3.5,3.48,353778,96485,10720550
T Nagar,1565,2010-04-07,35,1,1,4,AbNormal,Yes,1979-12-07,Commercial,NoSeWa,Gravel,RM,3.4,2.2,2.6,2.74,787401,255905,19685020
KK Nagar,1706,2012-01-14,67,2,1,4,AbNormal,Yes,1985-01-20,Commercial,NoSewr ,Paved,RH,3.8,4.5,4.0,4.09,662406,244802,14400140
Velachery,1616,2011-10-06,33,2,1,4,Normal Sale,Yes,1958-06-23,House,NoSeWa,Paved,RM,5.0,3.6,2.8,3.71,373484,80753,10094160
Anna Nagar,1531,2014-01-21,35,1,1,4,AbNormal,No,1994-01-26,Commercial,NoSeWa,Paved,RL,4.3,3.2,3.3,3.625,681741,139844,17480550
Anna Nagar,1636,2009-03-09,5,1,1,4,AbNormal,Yes,1989-08-09,Others,NoSeWa,Gravel,RH,4.4,3.9,2.4,3.475,521841,214088,13380530
KK Nagar,1997,2008-10-17,58,3,2,5,AdjLand,Yes,1993-10-21,Commercial,NoSeWa,Paved,RH,3.1,3.2,2.1,2.73,625841,345860,16469500
Chrompet,915,2013-11-01,125,1,1,3,Partial,Yes,1976-01-21,Others,NoSewr ,Paved,RH,3.5,2.5,3.5,3.1,243999,40667,8133300
Adyar,1046,2010-12-16,138,1,1,3,Normal Sale,No,1982-12-23,Commercial,NoSeWa,No Access,I,4.0,2.0,2.2,2.7,408888,129123,10760220
KK Nagar,1465,2008-09-30,11,2,1,4,AdjLand,No,1999-03-10,House,NoSeWa,Gravel,RM,4.7,3.0,2.2,3.19,507409,182667,10148180
KK Nagar,1399,2010-11-25,184,2,1,4,Partial,Yes,1982-02-12,Others,NoSewr ,Gravel,RM,4.4,3.2,3.1,3.52,427814,106953,10695340
Chrompet,1126,2012-04-10,96,1,1,3,Family,No,1994-09-10,Others,ELO,Gravel,RH,2.0,3.5,3.8,3.14,293130,79944,8882720
Karapakkam,1368,2009-10-10,144,2,2,4,Family,No,1972-10-19,House,AllPub,Paved,RH,2.5,2.1,2.6,2.42,311639,108396,6774750
Chrompet,709,2007-07-28,156,1,1,2,Family,No,1993-07-31,House,NoSewr ,No Access,RL,4.2,3.8,5.0,4.28,199494,19306,6435300
T Nagar,1550,2008-07-29,39,1,1,4,Normal Sale,No,1989-03-08,House,ELO,Paved,RL,2.6,2.2,2.9,2.635,399932,144420,11109230
